is_weekend,hour,elevation_m,num_vehicles,driver_age,driving_exp_yrs,estimated_speed_kmh,speed_limit_kmh,speeding,precipitation_mm,temp_avg_c,visibility_km,wind_speed_kmh,road_slope_deg,wx_tavg,wx_tmin,wx_tmax,wx_prcp,wx_wspd,wx_pres,wx_temp_range,wx_is_rainy,wx_heavy_rain,wx_rain_3day,wx_pressure_drop,vehicle_risk_weight,is_heavy_vehicle,is_two_wheeler,veh_bus,veh_car,veh_lorry,veh_motorcycle,veh_three-wheeler,speed_ratio,speed_excess_kmh,is_over_limit,hour_sin,hour_cos,is_night,is_morning_peak,is_evening_peak,is_monsoon,season_enc,road_curv_enc,surface_enc,is_sharp,slope_cat,is_steep,slope_x_curve,acc_fell_off_road,acc_head_on,acc_hit_barrier,acc_overturn,acc_pedestrian_hit,acc_rear_end,acc_sideswipe,acc_vehicle_fire,weather_enc,vis_class,rain_intensity,is_low_vis,is_fog_risk,young_driver,senior_driver,inexperienced,exp_ratio,high_risk_combo,wet_night,lorry_steep,moto_rain,vis_rain_prod,speed_wet,rain_x_curve,vis_x_night,location_risk
0,9,635,1,25.0,7.0,85.0,50,1,0.0,25.3,5.3,9.9,14.7,25.3,23.73,29.945,0.0,9.9,1010.9,6.215,0,0,12.6,-0.7,4,0,1,0,0,0,1,0,1.7,35.0,1,0.7071067811865476,-0.7071067811865475,0,1,0,1,2,2,0,1,2.0,1,29.4,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.875,0,0,0,0,0.0,0.0,0.0,0.0,1.2295081967213115
1,9,631,3,51.0,8.0,70.0,70,0,0.0,29.9,6.7,15.4,1.5,29.9,23.73,29.945,0.0,15.4,1016.2,6.215,0,0,5.6,5.3,4,0,1,0,0,0,1,0,1.0,0.0,0,0.7071067811865476,-0.7071067811865475,0,1,0,1,2,0,0,0,0.0,0,0.0,0,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,0.235,0,0,0,0,0.0,0.0,0.0,0.0,0.23809523809523808
0,14,540,1,18.0,0.0,76.0,50,1,0.0,24.9,9.6,12.1,12.6,24.9,23.361538461538466,30.46923076923077,0.0,12.1,1009.9,7.107692307692304,0,0,0.0,-6.3,3,0,1,0,0,0,0,1,1.52,26.0,1,-0.4999999999999997,-0.8660254037844388,0,0,0,0,1,2,0,1,2.0,1,25.2,0,0,0,1,0,0,0,0,0,0.0,0.0,0,0,1,0,1,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1.1333333333333333
0,1,521,1,42.0,11.0,48.0,50,0,37.5,24.6,1.1,9.5,14.8,24.6,23.361538461538466,30.46923076923077,37.5,9.5,1012.7,7.107692307692304,1,1,37.5,2.8,2,0,0,0,1,0,0,0,0.96,0.0,0,0.25881904510252074,0.9659258262890683,1,0,0,0,1,2,2,1,2.0,1,29.6,1,0,0,0,0,0,0,0,4,1.0,2.0,0,0,0,0,0,0.44,1,1,0,0,2.0,0.0,4.0,1.0,1.2295081967213115
1,1,603,1,20.0,2.0,92.0,60,1,0.0,26.0,4.2,7.9,6.3,26.0,23.361538461538466,30.46923076923077,0.0,7.9,1009.4,7.107692307692304,0,0,37.5,-3.3,4,1,0,0,0,1,0,0,1.533,32.0,1,0.25881904510252074,0.9659258262890683,1,0,0,0,1,1,0,0,1.0,0,6.3,1,0,0,0,0,0,0,0,0,0.0,0.0,0,0,1,0,1,0.667,0,0,0,0,0.0,0.0,0.0,0.0,0.6774193548387096
0,14,461,1,37.0,12.0,72.0,60,1,3.8,31.2,1.8,6.3,7.6,31.2,23.361538461538466,30.46923076923077,3.8,6.3,1010.4,7.107692307692304,1,0,41.3,1.0,3,1,0,1,0,0,0,0,1.2,12.0,1,-0.4999999999999997,-0.8660254037844388,0,0,0,0,1,1,2,0,1.0,0,7.6,0,0,1,0,0,0,0,0,1,1.0,1.0,0,0,0,0,0,0.6,0,0,0,0,1.0,12.0,1.0,0.0,0.5
0,8,452,2,24.0,6.0,85.0,70,1,0.0,24.6,8.6,19.3,2.4,24.6,23.361538461538466,30.46923076923077,0.0,19.3,1013.0,7.107692307692304,0,0,3.8,2.6,2,0,0,0,1,0,0,0,1.214,15.0,1,0.8660254037844387,-0.4999999999999998,0,1,0,0,1,0,0,0,0.0,0,0.0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,1,0,0,0.857,0,0,0,0,0.0,0.0,0.0,0.0,0.15789473684210525
0,9,575,1,38.6,11.0,68.0,70,0,0.0,27.3,8.4,14.7,5.1,27.3,23.361538461538466,30.46923076923077,0.0,14.7,1008.2,7.107692307692304,0,0,3.8,-4.8,2,0,0,0,1,0,0,0,0.971,0.0,0,0.7071067811865476,-0.7071067811865475,0,1,0,0,1,0,0,0,1.0,0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.509,0,0,0,0,0.0,0.0,0.0,0.0,0.2857142857142857
1,12,523,1,28.0,9.0,67.0,60,0,40.8,23.6,0.9,15.2,8.1,23.6,23.361538461538466,30.46923076923077,40.8,15.2,1014.6,7.107692307692304,1,1,40.8,6.4,4,0,1,0,0,0,1,0,1.117,7.0,1,1.2246467991473532e-16,-1.0,0,0,0,0,1,1,2,0,1.0,0,8.1,1,0,0,0,0,0,0,0,4,2.0,2.0,1,0,0,0,0,0.818,0,0,0,1,4.0,7.0,2.0,0.0,0.574468085106383
0,12,525,2,36.0,5.0,89.0,70,1,0.0,28.2,0.45,10.1,1.7,28.2,23.361538461538466,30.46923076923077,0.0,10.1,1008.9,7.107692307692304,0,0,40.8,-5.7,2,0,0,0,1,0,0,0,1.271,19.0,1,1.2246467991473532e-16,-1.0,0,0,0,0,1,0,1,0,0.0,0,0.0,0,0,0,0,1,0,0,0,2,2.0,0.0,1,1,0,0,0,0.263,0,0,0,0,0.0,19.0,0.0,0.0,0.42105263157894735
0,15,579,2,30.0,11.0,70.0,60,1,7.0,28.5,4.0,21.9,9.8,28.5,22.723529411764705,30.176470588235293,7.0,21.9,1013.4,7.452941176470588,1,1,47.8,4.5,2,0,0,0,1,0,0,0,1.167,10.0,1,-0.7071067811865471,-0.7071067811865479,0,0,0,0,1,1,1,0,1.0,0,9.8,0,0,0,0,0,1,0,0,1,0.0,2.0,0,0,0,0,0,0.846,0,0,0,0,0.0,10.0,2.0,0.0,0.574468085106383
1,17,521,1,23.0,5.0,50.0,60,0,3.2,28.4,3.5,26.6,7.6,28.4,22.723529411764705,30.176470588235293,3.2,26.6,1012.8,7.452941176470588,1,0,10.2,-0.6,2,0,0,0,1,0,0,0,0.833,0.0,0,-0.9659258262890683,-0.25881904510252063,0,0,1,0,1,1,3,0,1.0,0,7.6,0,0,0,0,0,0,0,1,1,0.0,1.0,0,0,1,0,0,0.833,0,0,0,0,0.0,0.0,1.0,0.0,0.4583333333333333
1,17,648,2,45.0,11.8,38.0,50,0,0.0,30.5,7.1,16.8,14.9,30.5,22.723529411764705,30.176470588235293,0.0,16.8,1008.0,7.452941176470588,0,0,10.2,-4.8,4,1,0,0,0,1,0,0,0.76,0.0,0,-0.9659258262890683,-0.25881904510252063,0,0,1,0,1,2,0,1,2.0,1,29.8,0,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,0.421,0,0,1,0,0.0,0.0,0.0,0.0,1.2295081967213115
0,13,586,1,40.0,10.0,74.0,60,1,2.2,25.5,2.7,6.4,8.4,25.5,22.723529411764705,30.176470588235293,2.2,6.4,1012.7,7.452941176470588,1,0,5.4,4.7,4,0,1,0,0,0,1,0,1.233,14.0,1,-0.2588190451025208,-0.9659258262890683,0,0,0,0,1,1,1,0,1.0,0,8.4,0,0,1,0,0,0,0,0,1,1.0,1.0,0,0,0,0,0,0.435,0,0,0,1,1.0,14.0,1.0,0.0,0.64
0,13,568,1,53.0,5.0,44.0,50,0,3.5,29.7,2.4,25.8,12.7,29.7,22.723529411764705,30.176470588235293,3.5,25.8,1012.4,7.452941176470588,1,0,5.7,-0.3,4,1,0,0,0,1,0,0,0.88,0.0,0,-0.2588190451025208,-0.9659258262890683,0,0,0,0,1,2,0,1,2.0,1,25.4,0,0,0,1,0,0,0,0,1,1.0,1.0,0,0,0,0,0,0.139,1,0,1,0,1.0,0.0,2.0,0.0,1.1428571428571428
1,17,647,2,33.0,6.0,80.0,60,1,4.2,28.6,1.9,6.6,6.7,28.6,22.723529411764705,30.176470588235293,4.2,6.6,1012.6,7.452941176470588,1,0,9.9,0.2,3,1,0,1,0,0,0,0,1.333,20.0,1,-0.9659258262890683,-0.25881904510252063,0,0,1,0,1,1,2,0,1.0,0,6.7,0,0,0,0,0,1,0,0,1,1.0,1.0,0,0,0,0,0,0.375,0,0,0,0,1.0,20.0,1.0,0.0,0.59375
1,20,613,2,28.0,10.0,81.0,50,1,2.3,25.8,3.1,18.3,15.4,25.8,22.723529411764705,30.176470588235293,2.3,18.3,1008.7,7.452941176470588,1,0,10.0,-3.9,4,0,1,0,0,0,1,0,1.62,31.0,1,-0.8660254037844386,0.5000000000000001,1,0,0,0,1,2,1,1,2.0,1,30.8,0,0,0,0,0,1,0,0,1,0.0,1.0,0,0,0,0,0,0.909,1,1,0,1,0.0,31.0,2.0,0.0,1.1639344262295082
0,12,652,2,35.0,6.0,89.0,60,1,0.0,30.3,8.5,22.5,7.7,30.3,22.723529411764705,30.176470588235293,0.0,22.5,1010.5,7.452941176470588,0,0,6.5,1.8,2,0,0,0,1,0,0,0,1.483,29.0,1,1.2246467991473532e-16,-1.0,0,0,0,0,1,1,1,0,1.0,0,7.7,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.333,0,0,0,0,0.0,29.0,0.0,0.0,0.6774193548387096
0,19,646,1,40.0,8.0,66.0,70,0,0.0,27.9,8.3,13.3,0.5,27.9,22.723529411764705,30.176470588235293,0.0,13.3,1012.1,7.452941176470588,0,0,2.3,1.6,2,0,0,0,1,0,0,0,0.943,0.0,0,-0.9659258262890684,0.2588190451025203,0,0,1,0,1,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,0,0,0,0,0.348,0,0,0,0,0.0,0.0,0.0,0.0,0.42105263157894735
0,9,623,2,45.0,7.0,105.0,70,1,27.9,27.4,0.5,14.5,3.1,27.4,22.723529411764705,30.176470588235293,27.9,14.5,1011.2,7.452941176470588,1,1,27.9,-0.9,3,1,0,1,0,0,0,0,1.5,35.0,1,0.7071067811865476,-0.7071067811865475,0,1,0,0,1,0,2,0,1.0,0,0.0,0,1,0,0,0,0,0,0,4,2.0,2.0,1,0,0,0,0,0.25,0,0,0,0,4.0,35.0,0.0,0.0,0.23809523809523808
0,13,502,1,34.0,7.6,95.0,70,1,1.4,25.1,2.9,19.2,2.0,25.1,22.707692307692305,31.307692307692307,1.4,19.2,1011.4,8.600000000000001,1,0,29.3,0.2,2,0,0,0,1,0,0,0,1.357,25.0,1,-0.2588190451025208,-0.9659258262890683,0,0,0,0,1,0,1,0,0.0,0,0.0,0,0,0,1,0,0,0,0,1,1.0,1.0,0,0,0,0,0,0.447,0,0,0,0,1.0,25.0,0.0,0.0,0.23809523809523808
0,13,469,2,56.0,6.0,78.0,60,1,0.0,27.6,0.6,21.5,10.4,27.6,22.707692307692305,31.307692307692307,0.0,21.5,1009.7,8.600000000000001,0,0,29.3,-1.7,2,0,0,0,1,0,0,0,1.3,18.0,1,-0.2588190451025208,-0.9659258262890683,0,0,0,0,1,1,1,0,2.0,1,10.4,0,0,0,0,0,1,0,0,2,2.0,0.0,1,1,0,1,0,0.154,0,0,0,0,0.0,18.0,0.0,0.0,0.6274509803921569
1,9,529,2,49.0,10.0,54.0,60,0,0.0,27.5,10.0,24.4,8.6,27.5,22.707692307692305,31.307692307692307,0.0,24.4,1011.2,8.600000000000001,0,0,2.9,1.5,2,0,0,0,1,0,0,0,0.9,0.0,0,0.7071067811865476,-0.7071067811865475,0,1,0,0,1,1,0,0,1.0,0,8.6,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.312,0,0,0,0,0.0,0.0,0.0,0.0,0.6274509803921569
1,19,522,2,18.0,0.0,78.0,50,1,2.9,30.2,2.6,14.5,11.0,30.2,22.707692307692305,31.307692307692307,2.9,14.5,1015.1,8.600000000000001,1,0,4.3,3.9,4,1,0,0,0,1,0,0,1.56,28.0,1,-0.9659258262890684,0.2588190451025203,0,0,1,0,1,2,1,1,2.0,1,22.0,0,0,0,0,0,1,0,0,1,1.0,1.0,0,0,1,0,1,0.0,1,0,1,0,1.0,28.0,2.0,0.0,1.1967213114754098
0,16,571,2,47.0,10.0,48.0,60,0,4.9,25.0,2.5,2.5,8.5,25.0,22.707692307692305,31.307692307692307,4.9,2.5,1013.6,8.600000000000001,1,0,7.8,-1.5,3,0,1,0,0,0,0,1,0.8,0.0,0,-0.8660254037844385,-0.5000000000000004,0,0,1,0,1,1,2,0,1.0,0,8.5,0,1,0,0,0,0,0,0,1,1.0,1.0,0,0,0,0,0,0.333,0,0,0,1,1.0,0.0,1.0,0.0,0.59375
0,11,643,2,18.0,0.0,98.0,70,1,5.8,28.2,2.3,13.8,2.1,28.2,22.707692307692305,31.307692307692307,5.8,13.8,1013.8,8.600000000000001,1,1,10.7,0.2,4,0,1,0,0,0,1,0,1.4,28.0,1,0.258819045102521,-0.9659258262890682,0,0,0,0,1,0,0,0,0.0,0,0.0,0,0,0,0,1,0,0,0,1,1.0,2.0,0,0,1,0,1,0.0,0,0,0,1,2.0,0.0,0.0,0.0,0.23809523809523808
0,7,631,2,21.0,3.0,84.0,70,1,0.0,27.3,0.2,24.6,3.2,27.3,22.707692307692305,31.307692307692307,0.0,24.6,1007.4,8.600000000000001,0,0,10.7,-6.4,4,0,1,0,0,0,1,0,1.2,14.0,1,0.9659258262890683,-0.25881904510252063,0,1,0,0,1,0,0,0,1.0,0,0.0,0,0,0,0,0,0,1,0,3,3.0,0.0,1,1,1,0,0,0.75,0,0,0,0,0.0,0.0,0.0,0.0,0.2631578947368421
1,8,570,3,42.0,7.0,90.0,70,1,0.0,24.6,5.9,8.7,1.3,24.6,22.707692307692305,31.307692307692307,0.0,8.7,1009.1,8.600000000000001,0,0,5.8,1.7,3,0,1,0,0,0,0,1,1.286,20.0,1,0.8660254037844387,-0.4999999999999998,0,1,0,0,1,0,0,0,0.0,0,0.0,0,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,0.28,0,0,0,0,0.0,0.0,0.0,0.0,0.23809523809523808
0,7,628,2,28.0,10.0,37.0,50,0,0.0,27.3,6.4,23.3,12.3,27.3,22.707692307692305,31.307692307692307,0.0,23.3,1007.8,8.600000000000001,0,0,0.0,-1.3,2,0,0,0,1,0,0,0,0.74,0.0,0,0.9659258262890683,-0.25881904510252063,0,1,0,0,1,2,0,1,2.0,1,24.6,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.909,0,0,0,0,0.0,0.0,0.0,0.0,1.1428571428571428
0,8,468,2,34.0,4.0,67.0,50,1,3.3,26.5,3.6,6.9,12.4,26.5,22.307142857142857,31.085714285714285,3.3,6.9,1009.4,8.778571428571428,1,0,3.3,1.6,2,0,0,0,1,0,0,0,1.34,17.0,1,0.8660254037844387,-0.4999999999999998,0,1,0,0,1,2,3,1,2.0,1,24.8,0,0,0,0,1,0,0,0,1,0.0,1.0,0,0,0,0,0,0.235,1,0,0,0,0.0,0.0,2.0,0.0,1.16
0,7,612,1,33.0,5.0,62.0,50,1,0.0,25.3,8.3,11.2,14.2,25.3,22.307142857142857,31.085714285714285,0.0,11.2,1011.8,8.778571428571428,0,0,3.3,2.4,3,0,1,0,0,0,0,1,1.24,12.0,1,0.9659258262890683,-0.25881904510252063,0,1,0,0,1,2,3,1,2.0,1,28.4,1,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.312,0,0,0,0,0.0,0.0,0.0,0.0,1.1639344262295082
1,11,510,1,44.0,9.0,104.0,70,1,0.0,29.0,7.1,24.8,1.4,29.0,22.307142857142857,31.085714285714285,0.0,24.8,1008.2,8.778571428571428,0,0,3.3,-3.6,2,0,0,0,1,0,0,0,1.486,34.0,1,0.258819045102521,-0.9659258262890682,0,0,0,0,1,0,2,0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,0,0,0,0,0.333,0,0,0,0,0.0,34.0,0.0,0.0,0.15789473684210525
0,10,611,2,28.0,7.0,95.0,70,1,0.0,24.9,5.1,2.1,0.5,24.9,22.307142857142857,31.085714285714285,0.0,2.1,1009.6,8.778571428571428,0,0,0.0,1.4,2,0,0,0,1,0,0,0,1.357,25.0,1,0.49999999999999994,-0.8660254037844387,0,0,0,0,1,0,2,0,0.0,0,0.0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.636,0,0,0,0,0.0,25.0,0.0,0.0,0.42105263157894735
0,19,610,1,38.0,10.0,79.0,50,1,0.0,32.8,4.6,22.7,11.0,32.8,22.307142857142857,31.085714285714285,0.0,22.7,1007.6,8.778571428571428,0,0,0.0,-2.0,3,0,1,0,0,0,0,1,1.58,29.0,1,-0.9659258262890684,0.2588190451025203,0,0,1,0,1,2,0,1,2.0,1,22.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.476,0,0,0,0,0.0,0.0,0.0,0.0,1.1940298507462686
0,8,503,1,36.0,7.0,75.0,50,1,5.0,26.3,2.7,0.2,16.1,26.3,22.307142857142857,31.085714285714285,5.0,0.2,1011.3,8.778571428571428,1,0,5.0,3.7,2,0,0,0,1,0,0,0,1.5,25.0,1,0.8660254037844387,-0.4999999999999998,0,1,0,0,1,2,1,1,2.0,1,32.2,1,0,0,0,0,0,0,0,1,1.0,1.0,0,0,0,0,0,0.368,1,0,0,0,1.0,25.0,2.0,0.0,1.2295081967213115
0,7,616,1,23.0,5.0,47.0,60,0,13.5,27.4,1.0,13.1,9.8,27.4,22.307142857142857,31.085714285714285,13.5,13.1,1014.8,8.778571428571428,1,1,18.5,3.5,2,0,0,0,1,0,0,0,0.783,0.0,0,0.9659258262890683,-0.25881904510252063,0,1,0,0,1,1,2,0,1.0,0,9.8,0,0,0,0,0,0,0,1,4,1.0,2.0,0,0,1,0,0,0.833,0,0,0,0,2.0,0.0,2.0,0.0,0.62
1,8,638,1,19.0,1.0,83.0,50,1,47.7,29.9,0.6,4.2,11.2,29.9,22.335714285714285,33.01428571428571,47.7,4.2,1012.5,10.678571428571427,1,1,66.2,-2.3,4,1,0,0,0,1,0,0,1.66,33.0,1,0.8660254037844387,-0.4999999999999998,0,1,0,0,0,2,2,1,2.0,1,22.4,0,0,1,0,0,0,0,0,4,2.0,2.0,1,0,1,0,1,0.5,1,0,1,0,4.0,33.0,4.0,0.0,1.087719298245614
0,7,545,2,27.0,0.0,73.0,50,1,0.0,26.4,0.3,5.7,11.7,26.4,22.335714285714285,33.01428571428571,0.0,5.7,1009.4,10.678571428571427,0,0,61.2,-3.1,2,0,0,0,1,0,0,0,1.46,23.0,1,0.9659258262890683,-0.25881904510252063,0,1,0,0,0,2,0,1,2.0,1,23.4,0,1,0,0,0,0,0,0,2,2.0,0.0,1,1,0,0,1,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1.1071428571428572
0,18,541,2,32.0,4.0,79.0,50,1,3.2,28.0,3.4,16.3,15.3,28.0,22.335714285714285,33.01428571428571,3.2,16.3,1009.3,10.678571428571427,1,0,50.9,-0.1,2,0,0,0,1,0,0,0,1.58,29.0,1,-1.0,-1.8369701987210297e-16,0,0,1,0,0,2,1,1,2.0,1,30.6,0,0,0,0,0,0,1,0,1,0.0,1.0,0,0,0,0,0,0.267,1,0,0,0,0.0,29.0,2.0,0.0,1.2295081967213115
0,9,619,1,36.0,9.0,79.0,50,1,0.0,25.7,5.5,13.8,10.9,25.7,22.335714285714285,33.01428571428571,0.0,13.8,1009.0,10.678571428571427,0,0,3.2,-0.3,3,1,0,1,0,0,0,0,1.58,29.0,1,0.7071067811865476,-0.7071067811865475,0,1,0,0,0,2,0,1,2.0,1,21.8,0,0,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.474,0,0,1,0,0.0,0.0,0.0,0.0,1.087719298245614
0,5,585,1,30.0,3.0,61.0,70,0,0.0,24.5,5.7,12.4,2.9,24.5,22.335714285714285,33.01428571428571,0.0,12.4,1007.5,10.678571428571427,0,0,3.2,-1.5,2,0,0,0,1,0,0,0,0.871,0.0,0,0.9659258262890683,0.25881904510252074,1,0,0,0,0,0,1,0,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.231,0,1,0,0,0.0,0.0,0.0,0.0,0.3333333333333333
1,17,673,1,51.0,3.0,84.0,60,1,44.9,25.0,0.8,9.0,8.7,25.0,22.335714285714285,33.01428571428571,44.9,9.0,1010.3,10.678571428571427,1,1,44.9,2.8,4,1,0,0,0,1,0,0,1.4,24.0,1,-0.9659258262890683,-0.25881904510252063,0,0,1,0,0,1,3,0,1.0,0,8.7,1,0,0,0,0,0,0,0,4,2.0,2.0,1,0,0,0,0,0.088,0,0,0,0,4.0,0.0,2.0,0.0,0.574468085106383
0,7,525,2,30.0,12.0,40.0,50,0,0.0,28.7,7.2,18.1,11.9,28.7,22.335714285714285,33.01428571428571,0.0,18.1,1009.0,10.678571428571427,0,0,44.9,-1.3,2,0,0,0,1,0,0,0,0.8,0.0,0,0.9659258262890683,-0.25881904510252063,0,1,0,0,0,2,0,1,2.0,1,23.8,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0.923,0,0,0,0,0.0,0.0,0.0,0.0,1.16
0,8,469,1,41.0,6.0,46.0,50,0,47.1,29.6,0.9,7.1,12.5,29.6,22.335714285714285,33.01428571428571,47.1,7.1,1009.8,10.678571428571427,1,1,92.0,0.8,2,0,0,0,1,0,0,0,0.92,0.0,0,0.8660254037844387,-0.4999999999999998,0,1,0,0,0,2,2,1,2.0,1,25.0,0,0,1,0,0,0,0,0,4,2.0,2.0,1,0,0,0,0,0.25,1,0,0,0,4.0,0.0,4.0,0.0,1.1929824561403508
0,13,680,1,33.0,5.0,45.0,50,0,0.0,24.7,6.1,15.8,12.2,24.7,22.335714285714285,33.01428571428571,0.0,15.8,1013.8,10.678571428571427,0,0,47.1,4.0,2,0,0,0,1,0,0,0,0.9,0.0,0,-0.2588190451025208,-0.9659258262890683,0,0,0,0,0,2,1,1,2.0,1,24.4,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.312,0,0,0,0,0.0,0.0,0.0,0.0,1.0847457627118644
1,13,669,2,49.0,11.0,73.0,60,1,0.0,26.8,8.0,13.6,8.9,26.8,22.335714285714285,33.01428571428571,0.0,13.6,1008.5,10.678571428571427,0,0,47.1,-5.3,4,1,0,0,0,1,0,0,1.217,13.0,1,-0.2588190451025208,-0.9659258262890683,0,0,0,0,0,1,0,0,1.0,0,8.9,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0.344,0,0,0,0,0.0,0.0,0.0,0.0,0.68
0,16,492,1,29.8,5.0,76.0,60,1,0.0,29.0,0.2,1.7,8.0,29.0,23.178947368421053,34.73157894736842,0.0,1.7,1009.5,11.552631578947366,0,0,0.0,1.0,4,0,1,0,0,0,1,0,1.267,16.0,1,-0.8660254037844385,-0.5000000000000004,0,0,1,0,0,1,1,0,1.0,0,8.0,0,0,1,0,0,0,0,0,2,3.0,0.0,1,1,0,0,0,0.391,0,0,0,0,0.0,16.0,0.0,0.0,0.4583333333333333
0,6,511,2,27.8,0.0,49.0,50,0,0.0,26.0,5.3,14.5,13.5,26.0,23.178947368421053,34.73157894736842,0.0,14.5,1013.2,11.552631578947366,0,0,0.0,3.7,2,0,0,0,1,0,0,0,0.98,0.0,0,1.0,6.123233995736766e-17,0,0,0,0,0,2,3,1,2.0,1,27.0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,1,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1.1428571428571428
1,9,576,1,24.0,3.0,46.0,50,0,7.1,29.2,2.8,12.4,14.6,29.2,23.178947368421053,34.73157894736842,7.1,12.4,1013.7,11.552631578947366,1,1,7.1,0.5,4,1,0,0,0,1,0,0,0.92,0.0,0,0.7071067811865476,-0.7071067811865475,0,1,0,0,0,2,1,1,2.0,1,29.2,0,0,0,1,0,0,0,0,1,1.0,2.0,0,0,1,0,0,0.429,1,0,1,0,2.0,0.0,4.0,0.0,1.12
0,15,585,2,28.0,5.4,50.0,50,0,29.1,28.7,0.5,24.3,12.1,28.7,23.178947368421053,34.73157894736842,29.1,24.3,1008.2,11.552631578947366,1,1,36.2,-5.5,3,1,0,1,0,0,0,0,1.0,0.0,0,-0.7071067811865471,-0.7071067811865479,0,0,0,0,0,2,2,1,2.0,1,24.2,0,0,0,0,1,0,0,0,4,2.0,2.0,1,0,0,0,0,0.491,1,0,1,0,4.0,0.0,4.0,0.0,1.1929824561403508
1,7,630,2,45.0,0.0,61.0,50,1,0.0,28.5,6.7,11.4,9.5,28.5,23.178947368421053,34.73157894736842,0.0,11.4,1012.9,11.552631578947366,0,0,36.2,4.7,2,0,0,0,1,0,0,0,1.22,11.0,1,0.9659258262890683,-0.25881904510252063,0,1,0,0,0,2,0,1,1.0,0,19.0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1.087719298245614
0,14,522,1,18.0,0.0,60.0,60,0,0.0,29.7,7.0,15.8,9.4,29.7,23.178947368421053,34.73157894736842,0.0,15.8,1010.1,11.552631578947366,0,0,29.1,-2.8,4,1,0,0,0,1,0,0,1.0,0.0,0,-0.4999999999999997,-0.8660254037844388,0,0,0,0,0,1,0,0,1.0,0,9.4,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,1,0,1,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.68
0,2,633,1,49.0,11.0,77.0,50,1,0.0,25.7,7.5,24.7,11.9,25.7,24.1,34.416666666666664,0.0,24.7,1010.4,10.316666666666663,0,0,0.0,0.3,2,0,0,0,1,0,0,0,1.54,27.0,1,0.49999999999999994,0.8660254037844387,1,0,0,0,0,2,0,1,2.0,1,23.8,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.344,0,0,0,0,0.0,0.0,0.0,0.0,1.1940298507462686
0,6,541,1,45.0,11.0,53.0,60,0,0.0,27.2,7.1,16.1,8.4,27.2,24.1,34.416666666666664,0.0,16.1,1010.9,10.316666666666663,0,0,0.0,0.5,2,0,0,0,1,0,0,0,0.883,0.0,0,1.0,6.123233995736766e-17,0,0,0,0,0,1,0,0,1.0,0,8.4,0,0,0,0,0,0,0,1,0,0.0,0.0,0,0,0,0,0,0.393,0,0,0,0,0.0,0.0,0.0,0.0,0.574468085106383
0,16,498,1,48.0,9.0,43.0,50,0,0.0,28.8,0.4,4.9,14.9,28.8,24.1,34.416666666666664,0.0,4.9,1008.6,10.316666666666663,0,0,0.0,-2.3,2,0,0,0,1,0,0,0,0.86,0.0,0,-0.8660254037844385,-0.5000000000000004,0,0,1,0,0,2,0,1,2.0,1,29.8,0,0,1,0,0,0,0,0,2,2.0,0.0,1,1,0,0,0,0.29,0,0,0,0,0.0,0.0,0.0,0.0,1.2295081967213115
0,8,472,2,29.0,9.0,35.0,50,0,0.0,25.9,4.1,16.3,12.8,25.9,24.1,34.416666666666664,0.0,16.3,1008.1,10.316666666666663,0,0,0.0,-0.5,2,0,0,0,1,0,0,0,0.7,0.0,0,0.8660254037844387,-0.4999999999999998,0,1,0,0,0,2,0,1,2.0,1,25.6,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0.75,0,0,0,0,0.0,0.0,0.0,0.0,1.1
