accident_id,date,time,day_of_week,is_weekend,hour,location_name,latitude,longitude,elevation_m,vehicle_type,num_vehicles,accident_type,driver_age,driver_gender,driving_exp_yrs,estimated_speed_kmh,speed_limit_kmh,speeding,weather_condition,precipitation_mm,temp_avg_c,visibility_km,wind_speed_kmh,pressure_hpa,road_curvature,road_slope_deg,surface_condition,severity,injuries,fatalities,risk_score,reporting_officer,terrain,is_wet_road,risk_probability,description,wx_tavg,wx_tmin,wx_tmax,wx_prcp,wx_wspd,wx_pres,month,wx_temp_range,wx_is_rainy,wx_heavy_rain,wx_rain_cat,wx_rain_3day,wx_pressure_drop
KDG-0060,2022-04-14,19:15:37,Thursday,0,19,Mawanella Area,7.247926,80.444465,470,car,1,slipped,36,male,11,42,50,0,light_rain,2.0,26.0,4.0,15.0,1009.0,straight,1.0,wet,high,2,1,5,SLP-1059,Flat Urban / Town Center,1,0.48,Car involved in Slipped incident at Mawanella Area,26.0,23.985714285714284,33.99047619047619,2.0,15.0,1009.0,4,10.0,1,0,light,2.0,-2.0
KDG-0058,2022-04-14,19:15:37,Thursday,0,19,Hingula / Ganethenna,7.2517,80.474274,520,car,1,excessive_speed,36,male,11,78,60,1,clear,0.0,27.0,8.0,12.0,1011.0,mild,7.0,dry,high,2,1,6,SLP-1057,Moderate Bends / Slope,0,0.6,Car involved in Excessive Speed incident at Hingula / Ganethenna,27.0,23.985714285714284,33.99047619047619,0.0,12.0,1011.0,4,10.0,0,0,none,2.0,2.0
KDG-0061,2022-05-04,8:18:21,Wednesday,0,8,Upper Kadugannawa Pass,7.258525,80.515904,620,motorcycle,1,slipped,27,male,5,42,50,0,light_rain,2.0,26.0,4.0,15.0,1009.0,sharp,13.0,wet,medium,1,0,7,SLP-1060,Hairpin Bends / Steep Gradient,1,0.72,Motorcycle involved in Slipped incident at Upper Kadugannawa Pass,26.0,23.703225806451613,31.01290322580645,2.0,15.0,1009.0,5,7.3,1,0,light,2.0,-2.0
KDG-0062,2022-06-14,8:52:43,Tuesday,0,8,Pahala Kadugannawa (Lower Pass),7.247293,80.497558,560,bus,1,brake_failure,43,male,16,53,50,1,clear,0.0,27.0,8.0,12.0,1011.0,sharp,11.0,dry,medium,1,0,4,SLP-1061,Steep Winding Road,0,0.44,Bus involved in Brake Failure incident at Pahala Kadugannawa (Lower Pass),27.0,23.616666666666667,30.360000000000003,0.0,12.0,1011.0,6,6.7,0,0,none,2.0,2.0
KDG-0063,2022-06-14,8:52:43,Tuesday,0,8,Hingula / Ganethenna,7.24719,80.482869,520,bus,1,slipped,43,male,16,52,60,0,light_rain,2.0,26.0,4.0,15.0,1009.0,mild,7.0,wet,low,0,0,6,SLP-1062,Moderate Bends / Slope,1,0.6,Bus involved in Slipped incident at Hingula / Ganethenna,26.0,23.616666666666667,30.360000000000003,2.0,15.0,1009.0,6,6.7,1,0,light,4.0,-2.0
KDG-0064,2022-06-14,8:52:43,Tuesday,0,8,Hingula / Ganethenna,7.247854,80.468307,520,bus,1,overtaking,43,male,16,68,60,1,clear,0.0,27.0,8.0,12.0,1011.0,mild,7.0,dry,medium,1,0,4,SLP-1063,Moderate Bends / Slope,0,0.4,Bus involved in Overtaking incident at Hingula / Ganethenna,27.0,23.616666666666667,30.360000000000003,0.0,12.0,1011.0,6,6.7,0,0,none,2.0,2.0
KDG-0065,2022-06-14,8:52:43,Tuesday,0,8,Mawanella Area,7.252044,80.453303,470,bus,1,overtaking,43,male,16,58,50,1,clear,0.0,27.0,8.0,12.0,1011.0,straight,1.0,dry,medium,1,0,3,SLP-1064,Flat Urban / Town Center,0,0.32,Bus involved in Overtaking incident at Mawanella Area,27.0,23.616666666666667,30.360000000000003,0.0,12.0,1011.0,6,6.7,0,0,none,2.0,0.0
KDG-0067,2022-06-27,11:58:39,Monday,0,11,Hingula / Ganethenna,7.254131,80.476839,520,motorcycle,1,overtaking,27,male,5,68,60,1,clear,0.0,27.0,8.0,12.0,1011.0,mild,7.0,dry,medium,1,0,4,SLP-1066,Moderate Bends / Slope,0,0.4,Motorcycle involved in Overtaking incident at Hingula / Ganethenna,27.0,23.616666666666667,30.360000000000003,0.0,12.0,1011.0,6,6.7,0,0,none,4.0,0.0
KDG-0068,2022-06-27,11:58:39,Monday,0,11,Mawanella Area,7.254341,80.462106,470,motorcycle,1,slipped,27,male,5,42,50,0,light_rain,2.0,26.0,4.0,15.0,1009.0,straight,1.0,wet,medium,1,0,5,SLP-1067,Flat Urban / Town Center,1,0.48,Motorcycle involved in Slipped incident at Mawanella Area,26.0,23.616666666666667,30.360000000000003,2.0,15.0,1009.0,6,6.7,1,0,light,2.0,-2.0
KDG-0066,2022-06-27,11:58:39,Monday,0,11,Pahala Kadugannawa (Lower Pass),7.254146,80.491418,560,motorcycle,1,slipped,27,male,5,42,50,0,light_rain,2.0,26.0,4.0,15.0,1009.0,sharp,11.0,wet,medium,1,0,7,SLP-1065,Steep Winding Road,1,0.66,Motorcycle involved in Slipped incident at Pahala Kadugannawa (Lower Pass),26.0,23.616666666666667,30.360000000000003,2.0,15.0,1009.0,6,6.7,1,0,light,4.0,0.0
KDG-0069,2022-06-27,11:58:39,Monday,0,11,Mawanella Area,7.250117,80.447029,470,motorcycle,1,excessive_speed,27,male,5,68,50,1,light_rain,2.0,26.0,4.0,15.0,1009.0,straight,1.0,wet,medium,1,0,6,SLP-1068,Flat Urban / Town Center,1,0.64,Motorcycle involved in Excessive Speed incident at Mawanella Area,26.0,23.616666666666667,30.360000000000003,2.0,15.0,1009.0,6,6.7,1,0,light,4.0,0.0
KDG-0070,2022-07-25,18:03:59,Monday,0,18,Upper Kadugannawa Pass,7.253861,80.501431,620,motorcycle,1,slipped,27,male,5,42,50,0,light_rain,2.0,26.0,4.0,15.0,1009.0,sharp,13.0,wet,low,0,0,7,SLP-1069,Hairpin Bends / Steep Gradient,1,0.72,Motorcycle involved in Slipped incident at Upper Kadugannawa Pass,26.0,23.616,30.524,2.0,15.0,1009.0,7,6.9,1,0,light,4.0,0.0
KDG-0071,2022-07-28,15:47:32,Thursday,0,15,Upper Kadugannawa Pass,7.259253,80.518836,620,motorcycle,1,slipped,27,male,5,42,50,0,light_rain,2.0,26.0,4.0,15.0,1009.0,sharp,13.0,wet,medium,1,0,7,SLP-1070,Hairpin Bends / Steep Gradient,1,0.72,Motorcycle involved in Slipped incident at Upper Kadugannawa Pass,26.0,23.616,30.524,2.0,15.0,1009.0,7,6.9,1,0,light,6.0,0.0
KDG-0074,2022-08-07,6:10:18,Sunday,1,6,Mawanella Area,7.248696,80.456942,470,motorcycle,1,slipped,27,male,5,42,50,0,light_rain,2.0,26.0,4.0,15.0,1009.0,straight,1.0,wet,medium,1,0,5,SLP-1073,Flat Urban / Town Center,1,0.48,Motorcycle involved in Slipped incident at Mawanella Area,26.0,23.568,31.052,2.0,15.0,1009.0,8,7.5,1,0,light,4.0,0.0
KDG-0072,2022-08-07,6:10:18,Sunday,1,6,Pahala Kadugannawa (Lower Pass),7.249419,80.486307,560,motorcycle,1,excessive_speed,27,male,5,68,50,1,clear,0.0,27.0,8.0,12.0,1011.0,sharp,11.0,dry,medium,1,0,7,SLP-1071,Steep Winding Road,0,0.66,Motorcycle involved in Excessive Speed incident at Pahala Kadugannawa (Lower Pass),27.0,23.568,31.052,0.0,12.0,1011.0,8,7.5,0,0,none,2.0,2.0
KDG-0073,2022-08-07,6:10:18,Sunday,1,6,Hingula / Ganethenna,7.247656,80.47192,520,motorcycle,1,overtaking,27,male,5,68,60,1,clear,0.0,27.0,8.0,12.0,1011.0,mild,7.0,dry,medium,1,0,4,SLP-1072,Moderate Bends / Slope,0,0.4,Motorcycle involved in Overtaking incident at Hingula / Ganethenna,27.0,23.568,31.052,0.0,12.0,1011.0,8,7.5,0,0,none,4.0,0.0
KDG-0076,2022-09-28,16:11:15,Wednesday,0,16,Pahala Kadugannawa (Lower Pass),7.247167,80.496924,560,bus,1,slipped,43,male,16,42,50,0,light_rain,2.0,26.0,4.0,15.0,1009.0,sharp,11.0,wet,low,0,0,7,SLP-1075,Steep Winding Road,1,0.66,Bus involved in Slipped incident at Pahala Kadugannawa (Lower Pass),26.0,23.808333333333334,30.120833333333334,2.0,15.0,1009.0,9,6.3,1,0,light,2.0,-2.0
KDG-0079,2022-09-28,18:52:16,Wednesday,0,18,Hingula / Ganethenna,7.250889,80.473919,520,motorcycle,1,excessive_speed,27,male,5,78,60,1,clear,0.0,27.0,8.0,12.0,1011.0,mild,7.0,dry,low,0,0,6,SLP-1078,Moderate Bends / Slope,0,0.6,Motorcycle involved in Excessive Speed incident at Hingula / Ganethenna,27.0,23.808333333333334,30.120833333333334,0.0,12.0,1011.0,9,6.3,0,0,none,2.0,2.0
KDG-0075,2022-09-28,17:59:15,Wednesday,0,17,Upper Kadugannawa Pass,7.255655,80.502447,620,motorcycle,1,excessive_speed,27,male,5,68,50,1,clear,0.0,27.0,8.0,12.0,1011.0,sharp,13.0,dry,medium,1,0,7,SLP-1074,Hairpin Bends / Steep Gradient,0,0.72,Motorcycle involved in Excessive Speed incident at Upper Kadugannawa Pass,27.0,23.808333333333334,30.120833333333334,0.0,12.0,1011.0,9,6.3,0,0,none,2.0,0.0
KDG-0077,2022-09-28,18:52:16,Wednesday,0,18,Pahala Kadugannawa (Lower Pass),7.252934,80.488258,560,motorcycle,1,overtaking,27,male,5,58,50,1,clear,0.0,27.0,8.0,12.0,1011.0,sharp,11.0,dry,low,0,0,4,SLP-1076,Steep Winding Road,0,0.44,Motorcycle involved in Overtaking incident at Pahala Kadugannawa (Lower Pass),27.0,23.808333333333334,30.120833333333334,0.0,12.0,1011.0,9,6.3,0,0,none,0.0,0.0
KDG-0080,2022-09-28,16:11:15,Wednesday,0,16,Hingula / Ganethenna,7.248644,80.467812,520,bus,1,overtaking,43,male,16,68,60,1,clear,0.0,27.0,8.0,12.0,1011.0,mild,7.0,dry,low,0,0,4,SLP-1079,Moderate Bends / Slope,0,0.4,Bus involved in Overtaking incident at Hingula / Ganethenna,27.0,23.808333333333334,30.120833333333334,0.0,12.0,1011.0,9,6.3,0,0,none,0.0,0.0
KDG-0082,2022-09-28,16:11:15,Wednesday,0,16,Mawanella Area,7.252726,80.452775,470,bus,1,excessive_speed,43,male,16,68,50,1,clear,0.0,27.0,8.0,12.0,1011.0,straight,1.0,dry,low,0,0,5,SLP-1081,Flat Urban / Town Center,0,0.48,Bus involved in Excessive Speed incident at Mawanella Area,27.0,23.808333333333334,30.120833333333334,0.0,12.0,1011.0,9,6.3,0,0,none,0.0,0.0
KDG-0083,2022-09-28,18:52:16,Wednesday,0,18,Mawanella Area,7.247921,80.443997,470,motorcycle,1,excessive_speed,27,male,5,68,50,1,clear,0.0,27.0,8.0,12.0,1011.0,straight,1.0,dry,low,0,0,5,SLP-1082,Flat Urban / Town Center,0,0.48,Motorcycle involved in Excessive Speed incident at Mawanella Area,27.0,23.808333333333334,30.120833333333334,0.0,12.0,1011.0,9,6.3,0,0,none,0.0,0.0
KDG-0081,2022-09-28,18:52:16,Wednesday,0,18,Mawanella Area,7.250424,80.459048,470,motorcycle,1,excessive_speed,27,male,5,68,50,1,clear,0.0,27.0,8.0,12.0,1011.0,straight,1.0,dry,low,0,0,5,SLP-1080,Flat Urban / Town Center,0,0.48,Motorcycle involved in Excessive Speed incident at Mawanella Area,27.0,23.808333333333334,30.120833333333334,0.0,12.0,1011.0,9,6.3,0,0,none,2.0,0.0
KDG-0078,2022-09-28,16:11:15,Wednesday,0,16,Hingula / Ganethenna,7.247608,80.482343,520,motorcycle,1,overtaking,27,male,5,68,60,1,clear,0.0,27.0,8.0,12.0,1011.0,mild,7.0,dry,low,0,0,4,SLP-1077,Moderate Bends / Slope,0,0.4,Motorcycle involved in Overtaking incident at Hingula / Ganethenna,27.0,23.808333333333334,30.120833333333334,0.0,12.0,1011.0,9,6.3,0,0,none,0.0,0.0
KDG-0084,2023-01-14,7:51:30,Saturday,1,7,Upper Kadugannawa Pass,7.257749,80.515324,620,lorry,1,brake_failure,40,male,14,53,50,1,heavy_rain,8.0,25.5,1.5,18.0,1007.0,sharp,13.0,very_wet,low,0,0,10,SLP-1083,Hairpin Bends / Steep Gradient,1,0.96,Lorry involved in Brake Failure incident at Upper Kadugannawa Pass,26.3,21.7,31.4,0.0,11.7,1011.6,1,9.7,0,0,none,0.0,0.6
KDG-0095,2023-01-27,8:33:14,Friday,0,8,Pahala Kadugannawa (Lower Pass),7.247926,80.485455,560,bus,1,overtaking,43,male,16,58,50,1,clear,0.0,27.0,8.0,12.0,1011.0,sharp,11.0,dry,low,0,0,4,SLP-1094,Steep Winding Road,0,0.44,Bus involved in Overtaking incident at Pahala Kadugannawa (Lower Pass),25.3,22.3,29.0,0.0,12.9,1010.8,1,6.7,0,0,none,0.0,-0.8
KDG-0094,2023-01-27,15:20:00,Friday,0,15,Pahala Kadugannawa (Lower Pass),7.254101,80.489397,560,three-wheeler,1,slipped,32,male,8,42,50,0,light_rain,2.0,26.0,4.0,15.0,1009.0,sharp,11.0,wet,medium,1,0,7,SLP-1093,Steep Winding Road,1,0.66,Three-Wheeler involved in Slipped incident at Pahala Kadugannawa (Lower Pass),25.3,22.3,29.0,0.0,12.9,1010.8,1,6.7,0,0,none,0.0,0.0
KDG-0093,2023-01-27,17:21:55,Friday,0,17,Pahala Kadugannawa (Lower Pass),7.252277,80.492982,560,car,1,overtaking,36,male,11,58,50,1,clear,0.0,27.0,8.0,12.0,1011.0,sharp,11.0,dry,low,0,0,4,SLP-1092,Steep Winding Road,0,0.44,Car involved in Overtaking incident at Pahala Kadugannawa (Lower Pass),25.3,22.3,29.0,0.0,12.9,1010.8,1,6.7,0,0,none,0.0,0.0
KDG-0092,2023-01-27,15:37:37,Friday,0,15,Pahala Kadugannawa (Lower Pass),7.248962,80.49491,560,motorcycle,1,excessive_speed,27,male,5,68,50,1,clear,0.0,27.0,8.0,12.0,1011.0,sharp,11.0,dry,low,0,0,7,SLP-1091,Steep Winding Road,0,0.66,Motorcycle involved in Excessive Speed incident at Pahala Kadugannawa (Lower Pass),25.3,22.3,29.0,0.0,12.9,1010.8,1,6.7,0,0,none,0.0,0.0
KDG-0091,2023-01-27,19:12:43,Friday,0,19,Pahala Kadugannawa (Lower Pass),7.247285,80.496464,560,lorry,1,overtaking,40,male,14,58,50,1,clear,0.0,27.0,8.0,12.0,1011.0,sharp,11.0,dry,low,0,0,4,SLP-1090,Steep Winding Road,0,0.44,Lorry involved in Overtaking incident at Pahala Kadugannawa (Lower Pass),25.3,22.3,29.0,0.0,12.9,1010.8,1,6.7,0,0,none,0.0,0.0
KDG-0103,2023-01-27,17:21:55,Friday,0,17,Mawanella Area,7.254316,80.463697,470,motorcycle,1,overtaking,27,male,5,58,50,1,clear,0.0,27.0,8.0,12.0,1011.0,straight,1.0,dry,low,0,0,3,SLP-1102,Flat Urban / Town Center,0,0.32,Motorcycle involved in Overtaking incident at Mawanella Area,25.3,22.3,29.0,0.0,12.9,1010.8,1,6.7,0,0,none,0.0,0.0
KDG-0089,2023-01-27,15:20:00,Friday,0,15,Upper Kadugannawa Pass,7.257125,80.504938,620,motorcycle,1,excessive_speed,27,male,5,68,50,1,clear,0.0,27.0,8.0,12.0,1011.0,sharp,13.0,dry,medium,1,0,7,SLP-1088,Hairpin Bends / Steep Gradient,0,0.72,Motorcycle involved in Excessive Speed incident at Upper Kadugannawa Pass,25.3,22.3,29.0,0.0,12.9,1010.8,1,6.7,0,0,none,0.0,0.0
KDG-0097,2023-01-27,15:37:37,Friday,0,15,Hingula / Ganethenna,7.250493,80.480287,520,car,1,overtaking,36,male,11,68,60,1,clear,0.0,27.0,8.0,12.0,1011.0,mild,7.0,dry,low,0,0,4,SLP-1096,Moderate Bends / Slope,0,0.4,Car involved in Overtaking incident at Hingula / Ganethenna,25.3,22.3,29.0,0.0,12.9,1010.8,1,6.7,0,0,none,0.0,0.0
KDG-0086,2023-01-27,19:12:43,Friday,0,19,Upper Kadugannawa Pass,7.251888,80.508783,620,motorcycle,1,excessive_speed,27,male,5,68,50,1,clear,0.0,27.0,8.0,12.0,1011.0,sharp,13.0,dry,low,0,0,7,SLP-1085,Hairpin Bends / Steep Gradient,0,0.72,Motorcycle involved in Excessive Speed incident at Upper Kadugannawa Pass,25.3,22.3,29.0,0.0,12.9,1010.8,1,6.7,0,0,none,0.0,0.0
KDG-0085,2023-01-27,8:33:14,Friday,0,8,Upper Kadugannawa Pass,7.250242,80.510344,620,motorcycle,1,excessive_speed,27,male,5,68,50,1,clear,0.0,27.0,8.0,12.0,1011.0,sharp,13.0,dry,medium,1,0,7,SLP-1084,Hairpin Bends / Steep Gradient,0,0.72,Motorcycle involved in Excessive Speed incident at Upper Kadugannawa Pass,25.3,22.3,29.0,0.0,12.9,1010.8,1,6.7,0,0,none,0.0,0.0
KDG-0096,2023-01-27,19:12:43,Friday,0,19,Hingula / Ganethenna,7.248231,80.481844,520,motorcycle,1,overtaking,27,male,5,68,60,1,clear,0.0,27.0,8.0,12.0,1011.0,mild,7.0,dry,low,0,0,4,SLP-1095,Moderate Bends / Slope,0,0.4,Motorcycle involved in Overtaking incident at Hingula / Ganethenna,25.3,22.3,29.0,0.0,12.9,1010.8,1,6.7,0,0,none,0.0,0.0
KDG-0090,2023-01-27,8:33:14,Friday,0,8,Pahala Kadugannawa (Lower Pass),7.250811,80.499876,560,car,1,excessive_speed,36,male,11,68,50,1,clear,0.0,27.0,8.0,12.0,1011.0,sharp,11.0,dry,low,0,0,7,SLP-1089,Steep Winding Road,0,0.66,Car involved in Excessive Speed incident at Pahala Kadugannawa (Lower Pass),25.3,22.3,29.0,0.0,12.9,1010.8,1,6.7,0,0,none,0.0,0.0
KDG-0087,2023-01-27,15:37:37,Friday,0,15,Upper Kadugannawa Pass,7.252613,80.508316,620,bus,1,brake_failure,43,male,16,53,50,1,clear,0.0,27.0,8.0,12.0,1011.0,sharp,13.0,dry,medium,1,0,5,SLP-1086,Hairpin Bends / Steep Gradient,0,0.48,Bus involved in Brake Failure incident at Upper Kadugannawa Pass,25.3,22.3,29.0,0.0,12.9,1010.8,1,6.7,0,0,none,0.0,0.0
KDG-0102,2023-01-27,15:37:37,Friday,0,15,Hingula / Ganethenna,7.25203,80.465715,520,car,1,excessive_speed,36,male,11,78,60,1,heavy_rain,8.0,25.5,1.5,18.0,1007.0,mild,7.0,very_wet,low,0,0,8,SLP-1101,Moderate Bends / Slope,1,0.8,Car involved in Excessive Speed incident at Hingula / Ganethenna,25.3,22.3,29.0,0.0,12.9,1010.8,1,6.7,0,0,none,0.0,0.0
KDG-0105,2023-01-27,8:33:14,Friday,0,8,Mawanella Area,7.248995,80.45591,470,bus,1,overtaking,43,male,16,58,50,1,clear,0.0,27.0,8.0,12.0,1011.0,straight,1.0,dry,low,0,0,3,SLP-1104,Flat Urban / Town Center,0,0.32,Bus involved in Overtaking incident at Mawanella Area,25.3,22.3,29.0,0.0,12.9,1010.8,1,6.7,0,0,none,0.0,0.0
KDG-0099,2023-01-27,15:20:00,Friday,0,15,Hingula / Ganethenna,7.252481,80.474811,520,motorcycle,1,slipped,27,male,5,52,60,0,light_rain,2.0,26.0,4.0,15.0,1009.0,mild,7.0,wet,medium,1,0,6,SLP-1098,Moderate Bends / Slope,1,0.6,Motorcycle involved in Slipped incident at Hingula / Ganethenna,25.3,22.3,29.0,0.0,12.9,1010.8,1,6.7,0,0,none,0.0,0.0
KDG-0109,2023-01-27,15:20:00,Friday,0,15,Mawanella Area,7.248037,80.444983,470,motorcycle,1,overtaking,27,male,5,58,50,1,clear,0.0,27.0,8.0,12.0,1011.0,straight,1.0,dry,medium,1,0,3,SLP-1108,Flat Urban / Town Center,0,0.32,Motorcycle involved in Overtaking incident at Mawanella Area,25.3,22.3,29.0,0.0,12.9,1010.8,1,6.7,0,0,none,0.0,0.0
KDG-0108,2023-01-27,17:21:55,Friday,0,17,Mawanella Area,7.252445,80.448598,470,car,1,overtaking,36,male,11,58,50,1,clear,0.0,27.0,8.0,12.0,1011.0,straight,1.0,dry,low,0,0,3,SLP-1107,Flat Urban / Town Center,0,0.32,Car involved in Overtaking incident at Mawanella Area,25.3,22.3,29.0,0.0,12.9,1010.8,1,6.7,0,0,none,0.0,0.0
KDG-0107,2023-01-27,15:37:37,Friday,0,15,Mawanella Area,7.25407,80.450702,470,motorcycle,1,excessive_speed,27,male,5,68,50,1,clear,0.0,27.0,8.0,12.0,1011.0,straight,1.0,dry,low,0,0,5,SLP-1106,Flat Urban / Town Center,0,0.48,Motorcycle involved in Excessive Speed incident at Mawanella Area,25.3,22.3,29.0,0.0,12.9,1010.8,1,6.7,0,0,none,0.0,0.0
KDG-0106,2023-01-27,19:12:43,Friday,0,19,Mawanella Area,7.253304,80.452243,470,lorry,1,slipped,40,male,14,42,50,0,light_rain,2.0,26.0,4.0,15.0,1009.0,straight,1.0,wet,low,0,0,5,SLP-1105,Flat Urban / Town Center,1,0.48,Lorry involved in Slipped incident at Mawanella Area,25.3,22.3,29.0,0.0,12.9,1010.8,1,6.7,0,0,none,0.0,0.0
KDG-0088,2023-01-27,17:21:55,Friday,0,17,Upper Kadugannawa Pass,7.254162,80.507304,620,motorcycle,1,slipped,27,male,5,42,50,0,light_rain,2.0,26.0,4.0,15.0,1009.0,sharp,13.0,wet,low,0,0,7,SLP-1087,Hairpin Bends / Steep Gradient,1,0.72,Motorcycle involved in Slipped incident at Upper Kadugannawa Pass,25.3,22.3,29.0,0.0,12.9,1010.8,1,6.7,0,0,none,0.0,0.0
KDG-0104,2023-01-27,15:20:00,Friday,0,15,Mawanella Area,7.251939,80.460144,470,motorcycle,1,overtaking,27,male,5,58,50,1,clear,0.0,27.0,8.0,12.0,1011.0,straight,1.0,dry,medium,1,0,3,SLP-1103,Flat Urban / Town Center,0,0.32,Motorcycle involved in Overtaking incident at Mawanella Area,25.3,22.3,29.0,0.0,12.9,1010.8,1,6.7,0,0,none,0.0,0.0
KDG-0098,2023-01-27,17:21:55,Friday,0,17,Hingula / Ganethenna,7.253303,80.478235,520,car,1,overtaking,36,male,11,68,60,1,clear,0.0,27.0,8.0,12.0,1011.0,mild,7.0,dry,low,0,0,4,SLP-1097,Moderate Bends / Slope,0,0.4,Car involved in Overtaking incident at Hingula / Ganethenna,25.3,22.3,29.0,0.0,12.9,1010.8,1,6.7,0,0,none,0.0,0.0
KDG-0101,2023-01-27,19:12:43,Friday,0,19,Hingula / Ganethenna,7.249454,80.467295,520,car,1,slipped,36,male,11,52,60,0,light_rain,2.0,26.0,4.0,15.0,1009.0,mild,7.0,wet,low,0,0,6,SLP-1100,Moderate Bends / Slope,1,0.6,Car involved in Slipped incident at Hingula / Ganethenna,25.3,22.3,29.0,0.0,12.9,1010.8,1,6.7,0,0,none,0.0,0.0
KDG-0100,2023-01-27,8:33:14,Friday,0,8,Hingula / Ganethenna,7.246738,80.470942,520,bus,1,overtaking,43,male,16,68,60,1,clear,0.0,27.0,8.0,12.0,1011.0,mild,7.0,dry,low,0,0,4,SLP-1099,Moderate Bends / Slope,0,0.4,Bus involved in Overtaking incident at Hingula / Ganethenna,25.3,22.3,29.0,0.0,12.9,1010.8,1,6.7,0,0,none,0.0,0.0
KDG-0110,2023-03-12,17:52:01,Sunday,1,17,Pahala Kadugannawa (Lower Pass),7.248604,80.485894,560,motorcycle,1,slipped,27,male,5,42,50,0,light_rain,2.0,26.0,4.0,15.0,1009.0,sharp,11.0,wet,high,2,1,7,SLP-1109,Steep Winding Road,1,0.66,Motorcycle involved in Slipped incident at Pahala Kadugannawa (Lower Pass),28.3,24.3,34.4,0.3,15.5,1011.0,3,10.1,0,0,none,0.3,0.2
KDG-0111,2023-03-12,17:52:01,Sunday,1,17,Hingula / Ganethenna,7.247101,80.471378,520,motorcycle,1,excessive_speed,27,male,5,78,60,1,clear,0.0,27.0,8.0,12.0,1011.0,mild,7.0,dry,high,2,1,6,SLP-1110,Moderate Bends / Slope,0,0.6,Motorcycle involved in Excessive Speed incident at Hingula / Ganethenna,28.3,24.3,34.4,0.3,15.5,1011.0,3,10.1,0,0,none,0.6,0.0
KDG-0112,2023-03-12,17:52:01,Sunday,1,17,Mawanella Area,7.248742,80.456391,470,motorcycle,1,slipped,27,male,5,42,50,0,light_rain,2.0,26.0,4.0,15.0,1009.0,straight,1.0,wet,high,2,1,5,SLP-1111,Flat Urban / Town Center,1,0.48,Motorcycle involved in Slipped incident at Mawanella Area,28.3,24.3,34.4,0.3,15.5,1011.0,3,10.1,0,0,none,0.9,0.0
KDG-0115,2023-03-30,2:31:54,Thursday,0,2,Mawanella Area,7.249767,80.458514,470,lorry,1,mechanical_error,40,male,14,53,50,1,clear,0.0,27.0,8.0,12.0,1011.0,straight,1.0,dry,low,0,0,3,SLP-1114,Flat Urban / Town Center,0,0.32,Lorry involved in Mechanical Error incident at Mawanella Area,28.6,24.0,35.5,0.0,7.0,1010.3,3,11.5,0,0,none,0.3,-0.7
KDG-0113,2023-03-30,2:31:54,Thursday,0,2,Pahala Kadugannawa (Lower Pass),7.252119,80.487771,560,lorry,1,overtaking,40,male,14,58,50,1,clear,0.0,27.0,8.0,12.0,1011.0,sharp,11.0,dry,low,0,0,4,SLP-1112,Steep Winding Road,0,0.44,Lorry involved in Overtaking incident at Pahala Kadugannawa (Lower Pass),28.6,24.0,35.5,0.0,7.0,1010.3,3,11.5,0,0,none,0.0,0.0
KDG-0114,2023-03-30,2:31:54,Thursday,0,2,Hingula / Ganethenna,7.250005,80.473347,520,three-wheeler,1,overtaking,32,male,8,68,60,1,clear,0.0,27.0,8.0,12.0,1011.0,mild,7.0,dry,low,0,0,4,SLP-1113,Moderate Bends / Slope,0,0.4,Three-Wheeler involved in Overtaking incident at Hingula / Ganethenna,28.6,24.0,35.5,0.0,7.0,1010.3,3,11.5,0,0,none,0.6,0.0
KDG-0116,2023-03-30,2:31:54,Thursday,0,2,Mawanella Area,7.248108,80.443423,470,lorry,1,overtaking,40,male,14,58,50,1,clear,0.0,27.0,8.0,12.0,1011.0,straight,1.0,dry,low,0,0,3,SLP-1115,Flat Urban / Town Center,0,0.32,Lorry involved in Overtaking incident at Mawanella Area,28.6,24.0,35.5,0.0,7.0,1010.3,3,11.5,0,0,none,0.0,0.0
KDG-0117,2023-05-02,17:34:39,Tuesday,0,17,Upper Kadugannawa Pass,7.254929,80.506692,620,car,1,overtaking,36,male,11,58,50,1,clear,0.0,27.0,8.0,12.0,1011.0,sharp,13.0,dry,low,0,0,5,SLP-1116,Hairpin Bends / Steep Gradient,0,0.48,Car involved in Overtaking incident at Upper Kadugannawa Pass,25.9,22.9,30.2,15.0,8.6,1009.3,5,7.3,1,1,heavy,45.0,-1.0
KDG-0118,2023-05-02,17:34:39,Tuesday,0,17,Pahala Kadugannawa (Lower Pass),7.253633,80.491873,560,car,1,overtaking,36,male,11,58,50,1,clear,0.0,27.0,8.0,12.0,1011.0,sharp,11.0,dry,medium,1,0,4,SLP-1117,Steep Winding Road,0,0.44,Car involved in Overtaking incident at Pahala Kadugannawa (Lower Pass),25.9,22.9,30.2,15.0,8.6,1009.3,5,7.3,1,1,heavy,45.0,0.0
KDG-0119,2023-05-02,17:34:39,Tuesday,0,17,Hingula / Ganethenna,7.253995,80.47738,520,car,1,excessive_speed,36,male,11,78,60,1,clear,0.0,27.0,8.0,12.0,1011.0,mild,7.0,dry,medium,1,0,6,SLP-1118,Moderate Bends / Slope,0,0.6,Car involved in Excessive Speed incident at Hingula / Ganethenna,25.9,22.9,30.2,15.0,8.6,1009.3,5,7.3,1,1,heavy,45.0,0.0
